order_id,user_id,side,price,qty
29261,693,buy,84478.30,0.13
29262,72,buy,85184.64,0.02
29263,749,buy,84641.41,0.25
29264,237,buy,84647.07,0.45
29265,71,buy,84801.32,4.23
29266,294,sell,84930.87,0.37
29267,135,sell,85064.63,0.40
29268,424,buy,85079.69,0.01
29269,300,buy,84804.80,0.01
29270,571,buy,85076.64,0.08
29271,594,buy,85230.96,0.01
29272,652,buy,84941.95,0.02
29273,29,buy,85442.49,0.02
29274,771,buy,84636.50,0.24
29275,467,sell,84881.20,0.04
29276,510,sell,85588.81,0.25
29277,763,sell,86052.47,0.20
29278,289,buy,85038.40,0.75
29279,244,sell,84795.40,0.05
29280,558,sell,85105.48,0.04
29281,319,buy,84630.40,0.53
29282,297,sell,86495.04,0.10
29283,445,buy,84733.47,0.68
29284,294,buy,85003.04,0.08
29285,647,sell,85378.18,0.04
29286,78,buy,84529.99,0.82
29287,381,sell,85025.89,0.25
29288,292,buy,84755.47,0.01
29289,471,buy,84865.35,0.01
29290,643,sell,85183.74,0.03
29291,239,buy,84669.04,2.09
29292,923,sell,85096.03,0.08
29293,56,buy,84843.72,0.01
29294,733,buy,84975.90,0.02
29295,105,sell,85050.82,0.05
29296,619,buy,84837.48,0.38
29297,201,buy,84892.79,0.20
29298,466,buy,85017.99,0.02
29299,389,buy,84642.38,3.53
29300,359,sell,85665.40,0.15
29301,334,sell,84886.76,0.00
29302,135,sell,85278.78,0.09
29303,34,buy,85148.68,0.04
29304,15,sell,84872.00,3.07
29305,214,sell,85198.10,0.70
29306,636,buy,84344.18,0.06
29307,628,sell,85024.46,0.13
29308,627,buy,84849.66,0.42
29309,980,sell,84582.12,0.06
29310,951,sell,86109.85,0.02
29311,492,sell,84994.02,0.17
29312,416,sell,85205.23,0.11
29313,523,buy,84803.29,0.03
29314,271,buy,85023.74,0.08
29315,12,buy,85319.40,1.17
29316,280,sell,85623.58,0.04
29317,873,buy,84661.57,0.11
29318,169,buy,85116.01,0.08
29319,421,buy,85123.42,0.86
29320,622,buy,84708.43,0.04
29321,912,sell,85271.80,0.05
29322,481,sell,85229.76,0.93
29323,865,sell,85262.74,1.15
29324,804,sell,85161.16,0.41
29325,668,buy,84998.97,0.02
29326,657,buy,84859.74,0.93
29327,564,sell,85259.68,0.02
29328,569,sell,84955.66,0.29
29329,25,sell,85327.35,0.93
29330,713,buy,84383.88,0.11
29331,747,buy,84977.02,0.01
29332,915,sell,85016.89,0.12
29333,877,sell,85106.37,0.30
29334,893,buy,84582.01,0.29
29335,30,sell,85004.60,0.32
29336,534,sell,85050.46,0.15
29337,693,buy,84876.76,0.02
29338,66,buy,84493.50,0.09
29339,669,buy,84811.07,0.05
29340,509,buy,84533.97,0.07
29341,517,buy,84961.57,0.02
29342,18,sell,84964.40,0.03
29343,292,sell,85036.82,1.43
29344,423,sell,85254.23,0.08
29345,792,sell,84624.79,0.00
29346,833,buy,84786.63,0.02
29347,106,sell,84821.67,2.16
29348,864,sell,85093.66,0.30
29349,420,buy,84758.92,0.66
29350,361,sell,85468.74,0.25
29351,741,sell,84794.33,0.11
29352,144,buy,85361.53,0.34
29353,650,sell,84645.53,0.09
29354,132,buy,84464.87,0.01
29355,469,buy,85146.46,0.05
29356,438,sell,85058.44,0.00
29357,261,sell,84773.12,0.11
29358,289,sell,84971.38,0.09
29359,676,buy,84961.71,0.13
29360,452,buy,84936.42,0.11
29361,727,sell,85176.02,1.45
29362,613,sell,85008.31,0.61
29363,315,sell,84890.61,0.01
29364,292,sell,85006.20,0.11
29365,34,buy,84868.98,0.09
29366,538,buy,85107.78,0.46
29367,664,buy,84799.76,0.07
29368,439,sell,84991.85,2.21
29369,68,sell,85760.87,0.00
29370,573,sell,85160.06,0.13
29371,464,sell,85481.92,0.11
29372,613,buy,84084.15,0.08
29373,743,sell,85333.74,3.29
29374,99,sell,84998.31,0.58
29375,861,sell,85012.71,0.04
29376,367,sell,84832.50,0.10
29377,661,buy,84859.96,0.01
29378,672,buy,84227.75,0.01
29379,750,buy,84958.32,0.08
29380,489,sell,84913.59,0.14
29381,720,sell,85170.10,0.04
29382,825,sell,85242.99,0.19
29383,36,buy,84786.84,0.01
29384,819,buy,84873.11,0.05
29385,456,sell,85004.11,0.88
29386,773,buy,84464.24,0.22
29387,894,sell,85214.84,0.03
29388,506,buy,84960.25,0.07
29389,279,sell,85077.48,1.05
29390,843,sell,85161.36,0.57
29391,50,buy,84754.45,1.07
29392,541,sell,85067.90,0.09
29393,606,buy,84733.93,3.30
29394,241,sell,85526.13,0.02
29395,979,buy,84903.34,0.04
29396,540,sell,84873.29,0.22
29397,167,buy,84654.83,0.01
29398,6,sell,85839.03,0.03
29399,635,sell,84835.91,0.10
29400,899,buy,85148.29,0.10
29401,830,buy,84534.67,0.07
29402,172,buy,84884.12,0.50
29403,46,buy,84877.72,0.08
29404,963,buy,83510.60,0.02
29405,936,buy,84959.94,0.72
29406,119,sell,86214.36,1.84
29407,379,sell,84990.62,0.27
29408,570,sell,85083.07,0.25
29409,155,sell,85010.05,0.07
29410,109,sell,85306.41,0.17
29411,912,sell,85015.31,0.54
29412,873,buy,85108.50,0.08
29413,807,buy,84682.85,0.06
29414,818,buy,85749.82,0.02
29415,270,sell,85039.04,0.99
29416,157,sell,84902.90,0.23
29417,352,buy,84725.21,1.02
29418,642,sell,85021.43,0.02
29419,612,sell,85035.60,0.26
29420,281,sell,85098.74,0.08
29421,44,buy,84841.76,0.91
29422,864,buy,84862.40,0.04
29423,248,sell,85784.71,1.02
29424,877,sell,85687.64,0.08
29425,794,sell,84928.53,0.02
29426,809,buy,84762.64,0.34
29427,36,sell,85022.12,0.01
29428,705,sell,84887.44,0.01
29429,33,buy,84619.11,0.25
29430,686,sell,85585.96,0.01
29431,570,buy,84492.19,0.08
29432,458,sell,85152.76,1.39
29433,68,sell,84679.50,0.07
29434,904,sell,85121.29,0.01
29435,840,sell,84888.27,0.38
29436,913,sell,84659.94,0.01
29437,440,buy,84946.54,0.19
29438,824,buy,84738.96,0.03
29439,699,sell,85215.11,0.00
29440,450,sell,84529.74,0.10
29441,255,buy,84888.88,0.23
29442,903,sell,85195.89,0.03
29443,196,buy,84055.80,0.00
29444,368,sell,84984.50,0.04
29445,847,buy,84895.35,0.10
29446,763,buy,84488.03,0.46
29447,127,buy,84696.30,0.04
29448,577,buy,84486.43,0.06
29449,920,sell,85045.29,0.58
29450,40,buy,84470.38,0.02
29451,571,buy,84745.19,1.28
29452,57,buy,84861.05,0.04
29453,405,buy,84805.34,0.77
29454,698,sell,85215.55,0.14
29455,518,buy,84743.47,0.02
29456,847,buy,84957.68,0.08
29457,471,sell,84881.89,0.04
29458,214,sell,84701.06,0.08
29459,295,buy,84581.61,0.16
29460,862,sell,85113.66,1.27
29461,404,sell,84927.10,0.08
29462,728,buy,84675.08,0.07
29463,897,buy,84766.47,0.09
29464,851,sell,85031.42,1.16
29465,366,buy,84811.35,0.02
29466,168,buy,84853.09,0.09
29467,842,buy,84530.39,0.21
29468,960,buy,84564.11,0.10
29469,641,buy,83948.15,0.76
29470,944,sell,85377.16,0.26
29471,356,buy,85252.56,0.05
29472,839,buy,84857.32,0.05
29473,173,sell,85144.71,2.61
29474,680,sell,85277.33,0.09
29475,995,buy,84936.32,0.20
29476,973,sell,85130.64,0.42
29477,863,buy,84505.38,0.35
29478,200,buy,84566.34,0.15
29479,292,buy,84948.29,0.54
29480,75,sell,85155.73,0.02
29481,963,sell,85471.54,2.44
29482,163,buy,84773.43,0.23
29483,140,sell,85445.22,0.09
29484,851,buy,84969.45,0.00
29485,868,buy,84791.04,0.02
29486,862,sell,85161.57,0.03
29487,575,buy,84975.62,1.87
29488,775,buy,84828.78,0.17
29489,759,sell,84851.36,0.45
29490,741,buy,85162.96,0.00
29491,595,buy,84999.13,1.99
29492,844,buy,84681.03,0.61
29493,190,sell,85557.34,0.02
29494,207,sell,85220.25,0.01
29495,806,sell,85149.76,0.12
29496,42,sell,85570.79,0.08
29497,225,sell,85343.55,0.48
29498,614,buy,84178.34,0.03
29499,6,buy,84793.32,0.41
29500,292,buy,85366.77,0.11
29501,427,buy,85063.83,0.02
29502,73,sell,85113.26,0.07
29503,699,sell,84915.33,0.15
29504,41,buy,84779.38,0.41
29505,867,sell,85503.69,0.12
29506,379,sell,85130.66,0.14
29507,777,sell,84932.85,0.98
29508,191,buy,85348.22,0.09
29509,898,sell,84861.87,0.02
29510,222,buy,85030.98,0.16
29511,5,sell,85612.88,0.04
29512,943,sell,85381.20,0.12
29513,176,sell,84987.60,0.07
29514,255,sell,84921.77,1.03
29515,462,sell,84918.95,0.08
29516,945,sell,85002.70,0.19
29517,550,buy,84607.51,0.78
29518,437,buy,84399.38,0.25
29519,634,sell,85067.34,0.37
29520,489,buy,84852.09,0.02
29521,867,buy,84630.70,0.13
29522,595,sell,85007.49,0.71
29523,892,sell,84963.85,0.03
29524,548,sell,85145.26,0.15
29525,493,buy,85096.90,0.03
29526,52,buy,84909.26,0.13
29527,101,sell,84858.06,0.02
29528,509,sell,84695.60,0.01
29529,712,buy,84810.09,0.55
29530,924,buy,85074.01,0.03
29531,563,sell,85010.41,0.01
29532,288,sell,84761.65,0.02
29533,788,sell,85005.28,0.04
29534,645,buy,84401.42,0.76
29535,909,buy,84694.37,0.21
29536,912,sell,84954.97,0.34
29537,585,buy,85581.87,0.05
29538,421,sell,85081.00,0.21
29539,632,sell,84970.46,0.14
29540,98,sell,85484.89,0.15
29541,797,sell,84494.87,1.05
29542,675,buy,84894.15,0.33
29543,330,sell,84984.58,0.46
29544,747,buy,84063.03,0.09
29545,902,sell,85334.95,0.03
29546,946,buy,84224.46,0.13
29547,284,buy,84627.20,0.04
29548,316,buy,84084.29,0.01
29549,449,sell,85128.79,0.05
29550,213,sell,85024.40,0.32
29551,407,buy,84845.79,0.25
29552,95,sell,85287.05,0.11
29553,651,buy,84638.62,0.17
29554,773,sell,85170.67,0.09
29555,356,buy,84779.51,0.22
29556,748,sell,84970.18,0.18
29557,584,buy,83709.59,0.00
29558,789,buy,84900.71,0.27
29559,209,buy,85311.13,0.20
29560,54,buy,84647.95,0.05
29561,888,buy,84681.42,0.21
29562,867,sell,85403.87,0.14
29563,117,sell,85242.30,0.29
29564,887,buy,84680.85,0.22
29565,766,buy,84980.06,0.12
29566,285,buy,84892.39,0.05
29567,377,buy,84827.05,0.07
29568,594,sell,84871.41,0.00
29569,252,sell,85409.98,0.04
29570,992,sell,84841.53,0.46
29571,854,sell,85122.60,0.31
29572,778,buy,84514.69,0.05
29573,259,sell,84800.98,0.22
29574,35,buy,84819.22,0.02
29575,531,buy,84288.22,0.02
29576,3,buy,84104.19,0.00
29577,102,sell,84908.95,0.30
29578,664,buy,84211.46,0.01
29579,981,buy,84270.57,0.03
29580,227,buy,84742.72,0.59
29581,573,buy,84853.95,0.03
29582,367,sell,85213.47,0.04
29583,65,buy,85032.25,0.05
29584,853,buy,84722.50,0.95
29585,701,buy,84517.40,0.17
29586,703,buy,85041.52,0.03
29587,44,buy,84892.91,0.10
29588,749,buy,84886.89,1.65
29589,985,buy,84662.12,0.22
29590,145,buy,84979.51,0.89
29591,418,buy,84490.58,0.04
29592,257,sell,85090.23,0.44
29593,69,buy,84975.04,0.06
29594,962,buy,85025.24,0.33
29595,894,buy,85292.13,0.03
29596,372,buy,85161.02,0.01
29597,380,buy,84962.59,0.02
29598,594,buy,84664.39,0.06
29599,728,buy,85038.33,0.10
29600,257,sell,84977.76,0.42
29601,157,sell,86191.59,1.41
29602,822,buy,84159.31,0.30
29603,66,sell,85044.92,0.07
29604,786,sell,84718.31,0.18
29605,712,buy,84955.34,0.10
29606,493,buy,84664.93,0.07
29607,655,buy,84905.23,0.29
29608,369,buy,84707.40,0.18
29609,790,sell,84766.11,0.02
29610,574,buy,84639.73,0.03
29611,241,sell,84891.79,0.40
29612,891,sell,85140.11,0.06
29613,779,sell,84973.20,0.16
29614,404,sell,85402.23,0.02
29615,294,buy,85436.13,0.32
29616,268,buy,84863.04,0.03
29617,18,buy,84979.21,0.02
29618,431,sell,84963.80,0.05
29619,646,sell,85211.58,0.16
29620,175,sell,85510.04,0.23
29621,778,buy,84806.39,0.04
29622,592,sell,84870.09,0.20
29623,859,sell,84480.93,0.19
29624,781,sell,85001.26,0.07
29625,844,sell,84529.20,0.04
29626,255,sell,85066.61,0.03
29627,192,buy,85001.77,0.03
29628,482,buy,85153.06,0.36
29629,707,buy,84766.34,0.04
29630,684,buy,84881.51,0.06
29631,946,sell,85339.22,0.01
29632,876,sell,85083.43,0.10
29633,298,sell,85274.64,3.09
29634,819,sell,84926.43,1.27
29635,802,sell,84991.73,0.02
29636,300,buy,84593.49,0.32
29637,868,sell,84971.26,0.35
29638,942,buy,84614.35,0.01
29639,19,sell,85018.86,0.02
29640,212,buy,84871.44,0.38
29641,222,sell,84868.34,0.02
29642,450,sell,84604.11,0.14
29643,817,buy,84156.67,0.03
29644,985,sell,84851.32,0.55
29645,296,sell,85125.62,0.55
29646,464,buy,84472.46,0.22
29647,714,sell,85234.76,0.02
29648,419,buy,84244.04,0.18
29649,383,buy,84459.77,0.01
29650,49,sell,85250.86,0.25
29651,920,buy,84880.64,0.58
29652,102,buy,85090.92,0.15
29653,947,sell,85059.15,0.02
29654,92,sell,84881.11,0.74
29655,886,buy,84416.27,0.01
29656,462,buy,84624.12,0.04
29657,906,sell,84886.79,0.30
29658,239,sell,85406.95,0.97
29659,397,sell,84922.95,0.51
29660,61,sell,84997.28,0.32
29661,626,buy,84198.49,0.32
29662,136,buy,84865.58,0.09
29663,835,buy,84198.96,0.64
29664,610,buy,84890.90,0.40
29665,668,sell,85642.84,0.41
29666,511,sell,84965.50,0.19
29667,52,sell,85193.32,0.07
29668,208,buy,84801.87,0.33
29669,555,sell,84646.12,0.01
29670,125,sell,84825.41,0.09
29671,627,buy,84482.60,0.41
29672,14,sell,85009.34,0.04
29673,590,buy,84366.99,0.40
29674,740,buy,84474.60,0.10
29675,735,buy,84998.37,0.04
29676,432,sell,85340.86,0.02
29677,67,sell,85340.57,0.03
29678,448,buy,85073.97,0.37
29679,159,buy,84899.78,0.11
29680,670,sell,84879.58,0.03
29681,72,sell,84915.97,0.07
29682,929,sell,85595.82,1.99
29683,447,buy,85321.57,0.23
29684,636,sell,85138.97,0.16
29685,557,sell,85021.64,0.04
29686,473,sell,85137.94,0.10
29687,204,sell,85006.50,0.31
29688,64,buy,84845.49,0.06
29689,966,buy,84876.48,0.01
29690,945,sell,84736.96,0.23
29691,691,buy,84973.34,0.32
29692,347,sell,84972.35,0.03
29693,80,sell,85359.30,0.01
29694,700,sell,84870.74,0.03
29695,836,buy,84633.09,0.04
29696,126,sell,85144.36,0.06
29697,896,buy,84646.52,0.05
29698,360,buy,84772.57,0.02
29699,755,sell,85157.15,0.03
29700,777,buy,84969.80,0.68
29701,598,buy,84805.06,0.17
29702,883,sell,85352.92,0.02
29703,947,sell,84885.55,0.10
29704,894,buy,84718.94,0.07
29705,270,sell,84788.94,0.17
29706,518,buy,84580.30,0.04
29707,368,buy,84971.84,1.15
29708,237,sell,84830.03,4.21
29709,505,buy,84745.38,0.00
29710,498,sell,84817.37,0.06
29711,984,sell,84920.55,0.02
29712,729,sell,85092.12,0.11
29713,515,sell,85134.90,0.67
29714,282,buy,84948.71,0.29
29715,329,buy,84884.14,0.16
29716,720,buy,84790.56,0.01
29717,22,sell,85253.03,0.04
29718,869,buy,84777.61,2.21
29719,808,sell,84928.11,0.09
29720,537,buy,84564.65,0.05
29721,642,sell,85528.51,0.07
29722,64,buy,84735.65,0.21
29723,136,buy,84637.52,0.12
29724,872,sell,85243.96,0.37
29725,217,sell,85278.98,0.34
29726,482,sell,84858.39,0.81
29727,465,buy,84699.69,0.01
29728,705,sell,84998.00,0.13
29729,290,buy,84819.87,0.00
29730,722,buy,84892.50,0.02
29731,774,buy,85042.09,0.46
29732,834,sell,86049.37,0.19
29733,508,buy,84590.24,0.00
29734,864,buy,84668.34,0.07
29735,670,buy,84957.76,0.16
29736,779,sell,84855.07,0.22
29737,749,sell,85238.27,1.74
29738,397,sell,84680.55,0.21
29739,24,buy,84828.90,0.09
29740,908,buy,85109.33,0.08
29741,902,sell,85092.92,0.03
29742,857,sell,85088.72,0.11
29743,334,sell,84876.50,1.21
29744,169,sell,84972.78,0.07
29745,343,sell,85146.10,0.01
29746,209,buy,84948.41,0.01
29747,424,buy,84649.99,0.02
29748,713,sell,85103.23,0.06
29749,364,sell,85560.04,0.02
29750,334,sell,84729.45,0.14
29751,373,buy,84797.15,0.15
29752,662,sell,84753.92,0.02
29753,330,sell,84968.57,0.34
29754,509,buy,84290.65,0.00
29755,956,sell,84960.12,0.03
29756,310,sell,85062.27,0.04
29757,330,sell,85054.60,0.17
29758,594,sell,85091.65,0.08
29759,607,buy,84621.74,0.10
29760,61,buy,84482.48,0.11
29761,800,buy,85027.69,0.41
29762,597,sell,84782.69,0.03
29763,626,buy,84673.15,0.02
29764,661,buy,85190.26,0.06
29765,79,sell,84862.65,0.46
29766,453,sell,85180.99,0.09
29767,552,buy,85053.75,0.22
29768,165,sell,84798.35,0.07
29769,711,sell,85171.71,0.85
29770,302,buy,84558.93,0.17
29771,977,sell,84781.02,0.12
29772,873,buy,84387.12,0.47
29773,629,buy,84620.47,0.10
29774,805,buy,83565.47,0.01
29775,377,sell,84996.55,1.45
29776,830,sell,85554.03,0.10
29777,155,buy,84804.94,0.18
29778,840,buy,85090.52,0.24
29779,815,buy,85196.03,0.12
29780,723,sell,85034.99,0.01
29781,109,sell,85037.90,0.65
29782,523,sell,84489.32,0.24
29783,609,sell,84680.46,0.00
29784,523,sell,85358.05,0.06
29785,151,buy,84752.87,0.05
29786,477,buy,85290.13,0.05
29787,978,sell,84915.14,0.09
29788,693,buy,84603.16,0.09
29789,537,sell,85111.14,0.55
29790,52,sell,84828.43,0.05
29791,961,sell,84771.56,0.02
29792,414,sell,84898.20,0.19
29793,229,sell,85650.24,0.02
29794,802,sell,84851.84,0.11
29795,613,sell,85351.92,0.64
29796,31,sell,84560.47,0.55
29797,709,buy,84502.83,0.07
29798,934,sell,85036.79,0.17
29799,801,sell,85161.43,0.01
29800,326,sell,86369.39,0.15
29801,568,sell,84864.14,0.06
29802,744,sell,85571.33,0.13
29803,764,sell,85071.06,0.29
29804,970,buy,84500.51,0.04
29805,206,buy,84717.03,2.09
29806,462,sell,85124.52,0.31
29807,907,sell,84756.85,0.03
29808,261,buy,84804.06,0.04
29809,601,sell,84846.45,0.21
29810,556,sell,85388.73,0.18
29811,87,sell,85034.84,0.16
29812,898,sell,85408.74,0.14
29813,228,buy,84938.88,3.98
29814,289,buy,83916.49,0.27
29815,654,sell,85548.43,0.99
29816,482,sell,84813.08,0.30
29817,988,sell,85404.74,0.08
29818,382,sell,84736.41,0.02
29819,315,buy,84988.27,0.17
29820,377,sell,84795.81,0.38
29821,782,buy,84910.99,0.11
29822,356,sell,85153.95,0.00
29823,669,sell,85034.35,0.11
29824,803,sell,85054.36,0.12
29825,435,buy,84849.30,0.04
29826,933,buy,84906.35,0.02
29827,275,buy,84850.54,0.28
29828,984,sell,84968.83,3.78
29829,22,buy,84941.32,0.26
29830,224,sell,84847.91,0.04
29831,440,buy,84866.74,0.09
29832,881,buy,84868.07,0.01
29833,725,buy,84875.96,2.13
29834,369,sell,85458.17,0.17
29835,97,buy,84633.31,0.45
29836,423,buy,84858.78,0.20
29837,875,buy,84941.43,0.57
29838,528,buy,85063.16,0.04
29839,116,buy,84804.82,0.02
29840,131,buy,84871.04,0.04
29841,481,sell,84809.83,0.02
29842,315,buy,85036.30,2.27
29843,835,sell,84990.44,0.39
29844,517,buy,84854.72,0.02
29845,691,buy,84861.02,0.11
29846,552,sell,84646.50,0.61
29847,365,sell,85342.98,0.16
29848,465,sell,84858.80,0.21
29849,812,buy,84328.66,0.04
29850,318,sell,85350.45,0.20
29851,169,buy,84878.01,0.02
29852,378,sell,85285.69,0.02
29853,182,buy,84814.83,0.07
29854,238,buy,85180.20,0.37
29855,984,sell,85392.08,0.08
29856,630,buy,85178.75,0.39
29857,898,buy,84820.67,0.22
29858,248,sell,85190.58,0.41
29859,821,buy,85337.50,0.11
29860,49,buy,84657.69,0.00
29861,767,sell,85049.23,0.18
29862,296,sell,84929.48,0.08
29863,187,sell,84609.45,0.01
29864,565,sell,85017.17,0.27
29865,352,sell,85205.63,0.06
29866,612,buy,84256.81,0.21
29867,292,sell,84960.57,0.89
29868,127,buy,84594.15,0.01
29869,326,buy,84570.71,0.58
29870,667,buy,84902.82,0.18
29871,289,buy,85437.15,0.03
29872,100,buy,84867.89,0.04
29873,868,buy,84781.66,2.96
29874,851,buy,84629.08,1.79
29875,987,buy,84590.06,0.03
29876,377,buy,85073.19,0.03
29877,910,buy,84780.86,0.69
29878,594,buy,85047.72,0.42
29879,649,buy,84993.27,0.06
29880,32,buy,85060.40,0.21
29881,370,buy,84815.97,0.00
29882,926,buy,84327.87,0.46
29883,162,sell,85600.49,0.06
29884,219,sell,84883.38,0.04
29885,910,sell,84955.57,0.02
29886,181,buy,84824.15,0.36
29887,453,sell,84871.68,1.81
29888,475,sell,85026.95,0.76
29889,595,sell,84899.26,0.02
29890,105,sell,85080.24,0.59
29891,631,buy,85344.43,0.03
29892,751,sell,84958.33,0.12
29893,183,sell,84812.61,0.07
29894,656,buy,84331.83,0.01
29895,838,buy,84819.83,0.02
29896,243,sell,85206.58,0.02
29897,704,sell,85617.14,0.09
29898,909,buy,84938.67,0.01
29899,352,sell,85232.16,0.12
29900,860,sell,85022.26,0.06
29901,256,buy,84638.34,0.28
29902,536,buy,84781.72,0.10
29903,68,sell,85127.17,0.37
29904,80,sell,84975.57,0.32
29905,163,sell,84924.65,1.50
29906,403,buy,84561.77,0.38
29907,200,sell,85528.51,0.04
29908,918,sell,85273.36,0.11
29909,777,sell,85299.15,0.00
29910,277,buy,84687.12,1.31
29911,521,buy,84863.28,1.88
29912,489,buy,84314.84,0.15
29913,13,sell,85039.62,0.01
29914,338,buy,84978.58,0.05
29915,202,buy,84756.95,0.18
29916,71,sell,84667.32,0.15
29917,250,buy,85131.47,0.01
29918,976,sell,85178.06,0.12
29919,656,sell,85502.89,0.04
29920,109,buy,84727.52,0.13
29921,622,sell,85076.29,0.13
29922,354,buy,84506.95,0.02
29923,158,buy,84969.28,0.03
29924,495,sell,85144.43,0.06
29925,564,sell,84374.54,0.14
29926,615,buy,84756.98,0.00
29927,308,sell,85075.93,0.57
29928,647,buy,84946.75,0.20
29929,298,buy,84737.23,0.06
29930,699,sell,84745.82,0.04
29931,64,sell,84841.29,0.24
29932,524,sell,85388.60,0.00
29933,438,buy,85090.43,0.26
29934,785,sell,85014.02,0.01
29935,528,buy,84936.78,0.20
29936,315,buy,84859.44,0.27
29937,422,sell,85457.70,0.13
29938,295,buy,84433.08,0.08
29939,944,buy,85010.00,0.06
29940,782,buy,84596.70,0.05
29941,535,buy,84609.64,0.38
29942,293,sell,84694.14,0.16
29943,950,buy,84971.27,0.21
29944,711,buy,85123.35,0.18
29945,267,sell,85599.16,0.21
29946,322,buy,84833.27,0.73
29947,473,buy,84814.42,1.10
29948,352,buy,83804.55,0.01
29949,900,sell,84971.78,0.11
29950,706,sell,85292.26,0.02
29951,634,buy,84706.39,0.74
29952,48,sell,85119.57,0.01
29953,913,buy,84847.76,0.41
29954,610,buy,84820.27,0.06
29955,90,sell,84894.96,0.02
29956,117,sell,84736.19,0.03
29957,178,buy,85121.61,0.06
29958,627,sell,85054.56,0.24
29959,628,sell,84958.92,0.07
29960,713,buy,84247.65,0.07
29961,827,sell,84700.55,0.11
29962,375,buy,84846.23,0.01
29963,902,buy,84865.18,0.00
29964,91,buy,84933.68,0.03
29965,550,buy,84773.68,2.84
29966,673,buy,84784.84,0.81
29967,603,buy,84548.31,0.29
29968,251,sell,85486.83,0.02
29969,240,sell,84867.61,0.10
29970,514,sell,84802.68,0.22
29971,735,buy,85130.63,0.02
29972,594,sell,85062.61,0.59
29973,635,buy,84670.88,0.13
29974,243,buy,84815.80,0.11
29975,125,sell,85424.86,0.01
29976,220,sell,84972.46,0.12
29977,690,buy,85187.19,0.13
29978,737,sell,85283.98,0.01
29979,210,buy,84709.38,0.01
29980,486,sell,84866.53,0.08
29981,755,sell,84917.13,0.07
29982,487,sell,85455.32,0.06
29983,493,buy,84904.57,0.01
29984,99,buy,84737.07,0.00
29985,997,sell,84729.30,0.14
29986,622,buy,84841.20,0.05
29987,450,sell,84360.26,0.06
29988,658,buy,84536.72,0.25
29989,954,buy,84895.93,0.05
29990,627,sell,85534.24,0.25
29991,626,buy,85680.23,0.01
29992,922,sell,85688.52,0.05
29993,959,sell,85234.78,0.13
29994,510,buy,83213.77,0.34
29995,244,buy,84686.39,0.10
29996,994,buy,84296.21,0.85
29997,190,sell,84746.73,0.46
29998,582,sell,85237.58,0.21
29999,39,buy,84742.45,0.00
30000,917,buy,84778.58,0.01
30001,100,buy,85177.15,0.18
30002,746,buy,84963.30,0.03
30003,912,buy,84861.65,0.11
30004,124,sell,84899.97,0.05
30005,922,sell,85051.28,0.17
30006,116,buy,84698.66,0.13
30007,779,buy,84870.62,0.01
30008,374,sell,84503.10,0.24
30009,836,sell,84721.86,0.38
30010,27,sell,84995.31,0.36
30011,459,buy,84672.17,0.12
30012,356,sell,84741.86,0.01
30013,199,sell,84908.82,1.11
30014,932,sell,85120.15,0.06
30015,728,buy,84696.06,0.38
30016,865,buy,85155.76,0.01
30017,684,buy,84694.90,0.06
30018,648,sell,84838.84,0.12
30019,470,sell,85544.86,0.01
30020,318,sell,84640.56,0.22
30021,299,sell,85425.28,0.91
30022,79,buy,84760.46,0.13
30023,776,sell,85021.88,0.04
30024,827,sell,84760.69,0.08
30025,225,sell,85070.94,0.05
30026,301,buy,84960.46,0.19
30027,657,sell,85037.71,0.22
30028,578,sell,85441.34,0.07
30029,764,buy,84486.68,0.06
30030,248,sell,85318.33,0.04
30031,416,buy,85445.85,0.18
30032,251,buy,84887.96,1.91
30033,117,buy,84940.72,0.14
30034,397,buy,83690.76,0.06
30035,299,sell,85674.16,0.46
30036,351,buy,85068.53,0.00
30037,252,sell,85058.96,0.05
30038,22,sell,85511.28,0.00
30039,940,sell,85037.14,0.01
30040,551,sell,85262.13,0.16
30041,677,buy,84727.63,0.12
30042,227,sell,85317.97,0.07
30043,624,buy,84784.25,0.03
30044,5,sell,85572.38,0.03
30045,927,buy,84710.47,0.12
30046,584,sell,85042.74,0.19
30047,547,buy,84832.10,0.45
30048,210,buy,85043.65,0.18
30049,729,sell,84785.69,0.30
30050,976,buy,84188.85,0.23
30051,568,sell,84987.98,0.13
30052,153,buy,84774.93,0.06
30053,63,sell,85386.86,0.26
30054,474,sell,84774.07,0.12
30055,55,sell,85146.69,0.04
30056,208,sell,85212.87,0.10
30057,657,sell,85161.63,0.05
30058,397,sell,85309.63,0.10
30059,677,buy,84884.27,0.02
30060,786,sell,85203.27,0.04
30061,861,sell,84852.86,0.07
30062,231,sell,85158.73,0.02
30063,352,sell,85053.15,0.04
30064,376,sell,85228.32,0.02
30065,423,sell,85239.93,2.26
30066,447,sell,84992.40,2.88
30067,305,sell,85333.21,0.03
30068,566,buy,84734.40,0.06
30069,714,sell,85553.51,0.21
30070,76,sell,85133.61,0.95
30071,27,sell,84739.76,0.05
30072,187,sell,84985.11,0.05
30073,801,buy,85006.50,0.06
30074,460,buy,84549.52,0.19
30075,1,sell,86231.66,0.08
30076,292,buy,84546.46,0.26
30077,222,buy,84872.61,0.14
30078,206,buy,84303.30,0.05
30079,681,buy,84972.76,0.03
30080,528,sell,85023.09,0.13
30081,792,buy,84839.69,0.06
30082,941,sell,85021.96,0.46
