phase,command,order_id,symbol,price,size,action,order_type,uid
BENCHMARK,MOVE_ORDER,477,40000,34542,0,ASK,null,310
BENCHMARK,MOVE_ORDER,532,40000,34172,0,BID,null,432
BENCHMARK,MOVE_ORDER,666,40000,34287,0,BID,null,788
BENCHMARK,MOVE_ORDER,425,40000,34246,0,BID,null,596
BENCHMARK,REDUCE_ORDER,120,40000,0,4,ASK,null,773
BENCHMARK,PLACE_ORDER,1180,40000,25795,76,ASK,IOC,611
BENCHMARK,MOVE_ORDER,47,40000,34407,0,ASK,null,46
BENCHMARK,MOVE_ORDER,286,40000,34082,0,BID,null,942
BENCHMARK,PLACE_ORDER,1181,40000,34370,3,BID,GTC,602
BENCHMARK,PLACE_ORDER,1182,40000,34394,16,ASK,GTC,265
BENCHMARK,MOVE_ORDER,49,40000,34542,0,ASK,null,76
BENCHMARK,MOVE_ORDER,40,40000,34367,0,BID,null,129
BENCHMARK,MOVE_ORDER,560,40000,34293,0,BID,null,982
BENCHMARK,PLACE_ORDER,1183,40000,34619,3,ASK,GTC,25
BENCHMARK,MOVE_ORDER,461,40000,34367,0,BID,null,759
BENCHMARK,MOVE_ORDER,108,40000,34171,0,BID,null,415
BENCHMARK,MOVE_ORDER,17,40000,34378,0,BID,null,877
BENCHMARK,MOVE_ORDER,177,40000,34027,0,BID,null,550
BENCHMARK,MOVE_ORDER,246,40000,34385,0,BID,null,443
BENCHMARK,MOVE_ORDER,83,40000,34663,0,ASK,null,767
BENCHMARK,MOVE_ORDER,20,40000,34300,0,BID,null,491
BENCHMARK,MOVE_ORDER,580,40000,34325,0,BID,null,576
BENCHMARK,MOVE_ORDER,297,40000,33840,0,BID,null,679
BENCHMARK,MOVE_ORDER,532,40000,34175,0,BID,null,432
BENCHMARK,MOVE_ORDER,116,40000,34378,0,BID,null,789
BENCHMARK,REDUCE_ORDER,565,40000,0,17,ASK,null,614
BENCHMARK,MOVE_ORDER,491,40000,34620,0,ASK,null,777
BENCHMARK,REDUCE_ORDER,651,40000,0,1,BID,null,738
BENCHMARK,MOVE_ORDER,137,40000,34330,0,BID,null,204
BENCHMARK,MOVE_ORDER,109,40000,34385,0,BID,null,149
BENCHMARK,MOVE_ORDER,166,40000,34371,0,BID,null,923
BENCHMARK,MOVE_ORDER,223,40000,34912,0,ASK,null,842
BENCHMARK,MOVE_ORDER,658,40000,34383,0,BID,null,65
BENCHMARK,MOVE_ORDER,355,40000,34690,0,ASK,null,195
BENCHMARK,MOVE_ORDER,16,40000,34357,0,BID,null,442
BENCHMARK,MOVE_ORDER,54,40000,34390,0,BID,null,805
BENCHMARK,PLACE_ORDER,1184,40000,34412,11,ASK,GTC,105
BENCHMARK,PLACE_ORDER,1185,40000,34413,61,ASK,GTC,621
BENCHMARK,MOVE_ORDER,68,40000,34434,0,ASK,null,918
BENCHMARK,PLACE_ORDER,1186,40000,42985,1,BID,IOC,478
BENCHMARK,MOVE_ORDER,410,40000,34252,0,BID,null,13
BENCHMARK,MOVE_ORDER,213,40000,34417,0,ASK,null,969
BENCHMARK,MOVE_ORDER,572,40000,34354,0,BID,null,229
BENCHMARK,PLACE_ORDER,1187,40000,34396,1,ASK,GTC,79
BENCHMARK,MOVE_ORDER,286,40000,34086,0,BID,null,942
BENCHMARK,MOVE_ORDER,623,40000,34370,0,BID,null,321
BENCHMARK,MOVE_ORDER,476,40000,34478,0,ASK,null,969
BENCHMARK,MOVE_ORDER,16,40000,34358,0,BID,null,442
BENCHMARK,MOVE_ORDER,591,40000,34396,0,ASK,null,429
BENCHMARK,PLACE_ORDER,1188,40000,34239,49,BID,GTC,601
BENCHMARK,MOVE_ORDER,59,40000,34291,0,BID,null,247
BENCHMARK,MOVE_ORDER,626,40000,34327,0,BID,null,470
BENCHMARK,MOVE_ORDER,49,40000,34540,0,ASK,null,76
BENCHMARK,MOVE_ORDER,436,40000,34392,0,ASK,null,950
BENCHMARK,MOVE_ORDER,472,40000,34226,0,BID,null,96
BENCHMARK,MOVE_ORDER,193,40000,34523,0,ASK,null,19
BENCHMARK,REDUCE_ORDER,13,40000,0,2,ASK,null,706
BENCHMARK,PLACE_ORDER,1189,40000,34396,1,ASK,GTC,650
BENCHMARK,PLACE_ORDER,1190,40000,34238,41,BID,GTC,372
BENCHMARK,CANCEL_ORDER,426,40000,0,0,ASK,null,347
BENCHMARK,MOVE_ORDER,558,40000,35098,0,ASK,null,488
BENCHMARK,PLACE_ORDER,1191,40000,34459,16,ASK,GTC,425
BENCHMARK,MOVE_ORDER,124,40000,34662,0,ASK,null,867
BENCHMARK,PLACE_ORDER,1192,40000,34412,1,ASK,GTC,195
BENCHMARK,MOVE_ORDER,418,40000,34389,0,BID,null,444
BENCHMARK,REDUCE_ORDER,91,40000,0,1,ASK,null,255
BENCHMARK,PLACE_ORDER,1193,40000,34674,1,ASK,GTC,869
BENCHMARK,MOVE_ORDER,133,40000,34390,0,BID,null,398
BENCHMARK,MOVE_ORDER,423,40000,34538,0,ASK,null,985
BENCHMARK,MOVE_ORDER,635,40000,34396,0,ASK,null,506
BENCHMARK,MOVE_ORDER,617,40000,34436,0,ASK,null,541
BENCHMARK,MOVE_ORDER,118,40000,34386,0,BID,null,179
BENCHMARK,MOVE_ORDER,363,40000,34080,0,BID,null,636
BENCHMARK,MOVE_ORDER,273,40000,34611,0,ASK,null,612
BENCHMARK,MOVE_ORDER,193,40000,34521,0,ASK,null,19
BENCHMARK,MOVE_ORDER,423,40000,34536,0,ASK,null,985
BENCHMARK,MOVE_ORDER,146,40000,34233,0,BID,null,33
BENCHMARK,MOVE_ORDER,112,40000,34145,0,BID,null,658
BENCHMARK,MOVE_ORDER,607,40000,34332,0,BID,null,205
BENCHMARK,MOVE_ORDER,59,40000,34292,0,BID,null,247
BENCHMARK,PLACE_ORDER,1194,40000,34379,17,BID,GTC,953
BENCHMARK,MOVE_ORDER,282,40000,34416,0,ASK,null,861
BENCHMARK,MOVE_ORDER,566,40000,34389,0,BID,null,575
BENCHMARK,REDUCE_ORDER,397,40000,0,1,ASK,null,850
BENCHMARK,MOVE_ORDER,578,40000,34380,0,BID,null,459
BENCHMARK,MOVE_ORDER,633,40000,34694,0,ASK,null,817
BENCHMARK,MOVE_ORDER,423,40000,34534,0,ASK,null,985
BENCHMARK,MOVE_ORDER,524,40000,34394,0,ASK,null,554
BENCHMARK,MOVE_ORDER,182,40000,34155,0,BID,null,853
BENCHMARK,CANCEL_ORDER,156,40000,0,0,BID,null,439
BENCHMARK,MOVE_ORDER,625,40000,34251,0,BID,null,605
BENCHMARK,MOVE_ORDER,652,40000,34603,0,ASK,null,410
BENCHMARK,MOVE_ORDER,98,40000,34441,0,ASK,null,610
BENCHMARK,MOVE_ORDER,79,40000,34560,0,ASK,null,172
BENCHMARK,PLACE_ORDER,1195,40000,34474,16,ASK,GTC,849
BENCHMARK,MOVE_ORDER,268,40000,34368,0,BID,null,908
BENCHMARK,MOVE_ORDER,522,40000,34393,0,ASK,null,252
BENCHMARK,MOVE_ORDER,42,40000,33668,0,BID,null,57
BENCHMARK,MOVE_ORDER,512,40000,34111,0,BID,null,900
BENCHMARK,MOVE_ORDER,431,40000,34385,0,BID,null,97
BENCHMARK,MOVE_ORDER,221,40000,34242,0,BID,null,221
BENCHMARK,MOVE_ORDER,639,40000,34390,0,ASK,null,125
BENCHMARK,MOVE_ORDER,102,40000,34239,0,BID,null,420
BENCHMARK,MOVE_ORDER,430,40000,34233,0,BID,null,942
BENCHMARK,MOVE_ORDER,343,40000,33855,0,BID,null,50
BENCHMARK,MOVE_ORDER,259,40000,34410,0,ASK,null,352
BENCHMARK,MOVE_ORDER,655,40000,34470,0,ASK,null,245
BENCHMARK,REDUCE_ORDER,200,40000,0,24,BID,null,752
BENCHMARK,MOVE_ORDER,68,40000,34433,0,ASK,null,918
BENCHMARK,MOVE_ORDER,284,40000,34404,0,ASK,null,682
BENCHMARK,MOVE_ORDER,286,40000,34090,0,BID,null,942
BENCHMARK,MOVE_ORDER,24,40000,34438,0,ASK,null,569
BENCHMARK,PLACE_ORDER,1196,40000,34459,1,ASK,GTC,297
BENCHMARK,PLACE_ORDER,1197,40000,34333,37,BID,GTC,518
BENCHMARK,MOVE_ORDER,315,40000,34446,0,ASK,null,801
BENCHMARK,PLACE_ORDER,1198,40000,34546,1,ASK,GTC,382
BENCHMARK,MOVE_ORDER,596,40000,34395,0,ASK,null,144
BENCHMARK,MOVE_ORDER,599,40000,34530,0,ASK,null,726
BENCHMARK,MOVE_ORDER,378,40000,34389,0,BID,null,510
BENCHMARK,PLACE_ORDER,1199,40000,34368,1,BID,GTC,903
BENCHMARK,REDUCE_ORDER,110,40000,0,10,BID,null,338
BENCHMARK,MOVE_ORDER,88,40000,34445,0,ASK,null,12
BENCHMARK,PLACE_ORDER,1200,40000,34417,1,ASK,GTC,999
BENCHMARK,MOVE_ORDER,247,40000,34544,0,ASK,null,688
BENCHMARK,MOVE_ORDER,372,40000,34486,0,ASK,null,16
BENCHMARK,MOVE_ORDER,604,40000,34018,0,BID,null,354
BENCHMARK,CANCEL_ORDER,204,40000,0,0,ASK,null,5
BENCHMARK,MOVE_ORDER,502,40000,34513,0,ASK,null,689
BENCHMARK,PLACE_ORDER,1201,40000,42985,1,BID,IOC,372
BENCHMARK,MOVE_ORDER,469,40000,34373,0,BID,null,116
BENCHMARK,MOVE_ORDER,227,40000,34434,0,ASK,null,313
BENCHMARK,MOVE_ORDER,539,40000,34357,0,BID,null,666
BENCHMARK,MOVE_ORDER,312,40000,34073,0,BID,null,210
BENCHMARK,CANCEL_ORDER,367,40000,0,0,ASK,null,532
BENCHMARK,MOVE_ORDER,171,40000,33770,0,BID,null,641
BENCHMARK,PLACE_ORDER,1202,40000,34545,10,ASK,GTC,962
BENCHMARK,MOVE_ORDER,39,40000,34388,0,BID,null,353
BENCHMARK,MOVE_ORDER,486,40000,34004,0,BID,null,807
BENCHMARK,MOVE_ORDER,593,40000,34749,0,ASK,null,205
BENCHMARK,MOVE_ORDER,647,40000,34262,0,BID,null,466
BENCHMARK,CANCEL_ORDER,540,40000,0,0,ASK,null,11
BENCHMARK,PLACE_ORDER,1203,40000,34404,11,ASK,GTC,5
BENCHMARK,MOVE_ORDER,2,40000,34150,0,BID,null,677
BENCHMARK,MOVE_ORDER,136,40000,34405,0,ASK,null,959
BENCHMARK,MOVE_ORDER,177,40000,34031,0,BID,null,550
BENCHMARK,MOVE_ORDER,83,40000,34660,0,ASK,null,767
BENCHMARK,CANCEL_ORDER,404,40000,0,0,BID,null,208
BENCHMARK,MOVE_ORDER,476,40000,34477,0,ASK,null,969
BENCHMARK,MOVE_ORDER,662,40000,34392,0,ASK,null,335
BENCHMARK,MOVE_ORDER,391,40000,34391,0,ASK,null,369
BENCHMARK,MOVE_ORDER,47,40000,34406,0,ASK,null,46
BENCHMARK,PLACE_ORDER,1204,40000,42985,5,BID,IOC,834
BENCHMARK,MOVE_ORDER,311,40000,34465,0,ASK,null,706
BENCHMARK,MOVE_ORDER,575,40000,34786,0,ASK,null,421
BENCHMARK,MOVE_ORDER,24,40000,34437,0,ASK,null,569
BENCHMARK,PLACE_ORDER,1205,40000,34403,1,ASK,GTC,95
BENCHMARK,MOVE_ORDER,508,40000,34450,0,ASK,null,737
BENCHMARK,MOVE_ORDER,390,40000,34773,0,ASK,null,832
BENCHMARK,MOVE_ORDER,603,40000,34815,0,ASK,null,254
BENCHMARK,PLACE_ORDER,1206,40000,34309,25,BID,GTC,195
BENCHMARK,MOVE_ORDER,194,40000,34411,0,ASK,null,732
BENCHMARK,CANCEL_ORDER,205,40000,0,0,BID,null,107
BENCHMARK,MOVE_ORDER,116,40000,34379,0,BID,null,789
BENCHMARK,MOVE_ORDER,150,40000,34390,0,BID,null,279
BENCHMARK,MOVE_ORDER,38,40000,34607,0,ASK,null,979
BENCHMARK,MOVE_ORDER,670,40000,34679,0,ASK,null,128
BENCHMARK,CANCEL_ORDER,206,40000,0,0,ASK,null,822
BENCHMARK,MOVE_ORDER,669,40000,34352,0,BID,null,981
BENCHMARK,PLACE_ORDER,1207,40000,34389,13,BID,GTC,175
BENCHMARK,MOVE_ORDER,359,40000,34409,0,ASK,null,808
BENCHMARK,MOVE_ORDER,145,40000,34519,0,ASK,null,230
BENCHMARK,MOVE_ORDER,382,40000,34178,0,BID,null,670
BENCHMARK,CANCEL_ORDER,653,40000,0,0,BID,null,805
BENCHMARK,MOVE_ORDER,412,40000,34682,0,ASK,null,892
BENCHMARK,MOVE_ORDER,558,40000,35090,0,ASK,null,488
BENCHMARK,MOVE_ORDER,262,40000,34387,0,BID,null,153
BENCHMARK,MOVE_ORDER,596,40000,34394,0,ASK,null,144
BENCHMARK,MOVE_ORDER,625,40000,34253,0,BID,null,605
BENCHMARK,PLACE_ORDER,1208,40000,34423,5,ASK,GTC,176
BENCHMARK,PLACE_ORDER,1209,40000,34194,1,BID,GTC,974
BENCHMARK,MOVE_ORDER,647,40000,34264,0,BID,null,466
BENCHMARK,MOVE_ORDER,657,40000,34543,0,ASK,null,572
BENCHMARK,MOVE_ORDER,635,40000,34395,0,ASK,null,506
BENCHMARK,MOVE_ORDER,222,40000,34392,0,ASK,null,528
BENCHMARK,MOVE_ORDER,429,40000,34396,0,ASK,null,555
BENCHMARK,MOVE_ORDER,618,40000,34479,0,ASK,null,562
BENCHMARK,MOVE_ORDER,35,40000,34450,0,ASK,null,754
BENCHMARK,MOVE_ORDER,626,40000,34328,0,BID,null,470
BENCHMARK,MOVE_ORDER,314,40000,34315,0,BID,null,444
BENCHMARK,PLACE_ORDER,1210,40000,34463,9,ASK,GTC,762
BENCHMARK,MOVE_ORDER,133,40000,34391,0,BID,null,398
BENCHMARK,REDUCE_ORDER,124,40000,0,7,ASK,null,867
BENCHMARK,MOVE_ORDER,52,40000,34659,0,ASK,null,401
BENCHMARK,MOVE_ORDER,389,40000,34231,0,BID,null,56
BENCHMARK,MOVE_ORDER,315,40000,34445,0,ASK,null,801
BENCHMARK,MOVE_ORDER,86,40000,34389,0,BID,null,956
BENCHMARK,MOVE_ORDER,211,40000,34041,0,BID,null,530
BENCHMARK,PLACE_ORDER,1211,40000,34393,13,ASK,GTC,954
BENCHMARK,MOVE_ORDER,462,40000,34336,0,BID,null,373
BENCHMARK,REDUCE_ORDER,666,40000,0,23,BID,null,788
BENCHMARK,PLACE_ORDER,1212,40000,34438,13,ASK,GTC,774
BENCHMARK,MOVE_ORDER,237,40000,34323,0,BID,null,318
BENCHMARK,PLACE_ORDER,1213,40000,34386,31,BID,GTC,766
BENCHMARK,MOVE_ORDER,67,40000,34589,0,ASK,null,554
BENCHMARK,PLACE_ORDER,1214,40000,34324,49,BID,GTC,788
BENCHMARK,MOVE_ORDER,573,40000,34379,0,BID,null,491
BENCHMARK,PLACE_ORDER,1215,40000,34461,10,ASK,GTC,680
BENCHMARK,MOVE_ORDER,59,40000,34293,0,BID,null,247
BENCHMARK,MOVE_ORDER,39,40000,34389,0,BID,null,353
BENCHMARK,MOVE_ORDER,41,40000,34659,0,ASK,null,185
BENCHMARK,CANCEL_ORDER,252,40000,0,0,ASK,null,234
BENCHMARK,MOVE_ORDER,262,40000,34388,0,BID,null,153
BENCHMARK,MOVE_ORDER,312,40000,34077,0,BID,null,210
BENCHMARK,MOVE_ORDER,11,40000,34388,0,BID,null,354
BENCHMARK,MOVE_ORDER,632,40000,34406,0,ASK,null,304
BENCHMARK,MOVE_ORDER,539,40000,34358,0,BID,null,666
BENCHMARK,MOVE_ORDER,444,40000,34589,0,ASK,null,170
BENCHMARK,MOVE_ORDER,315,40000,34444,0,ASK,null,801
BENCHMARK,REDUCE_ORDER,93,40000,0,1,ASK,null,607
BENCHMARK,PLACE_ORDER,1216,40000,34418,17,ASK,GTC,677
BENCHMARK,MOVE_ORDER,583,40000,34382,0,BID,null,943
BENCHMARK,MOVE_ORDER,399,40000,34424,0,ASK,null,751
BENCHMARK,MOVE_ORDER,98,40000,34440,0,ASK,null,610
BENCHMARK,PLACE_ORDER,1217,40000,25795,1,ASK,IOC,301
BENCHMARK,MOVE_ORDER,148,40000,34403,0,ASK,null,29
BENCHMARK,REDUCE_ORDER,343,40000,0,5,BID,null,50
BENCHMARK,MOVE_ORDER,276,40000,34376,0,BID,null,608
BENCHMARK,MOVE_ORDER,486,40000,34008,0,BID,null,807
BENCHMARK,MOVE_ORDER,560,40000,34294,0,BID,null,982
BENCHMARK,PLACE_ORDER,1218,40000,34434,46,ASK,GTC,25
BENCHMARK,MOVE_ORDER,551,40000,34399,0,ASK,null,357
BENCHMARK,MOVE_ORDER,243,40000,34389,0,BID,null,755
BENCHMARK,MOVE_ORDER,33,40000,34379,0,BID,null,953
BENCHMARK,MOVE_ORDER,343,40000,33861,0,BID,null,50
BENCHMARK,MOVE_ORDER,562,40000,34591,0,ASK,null,155
BENCHMARK,MOVE_ORDER,15,40000,34290,0,BID,null,510
BENCHMARK,PLACE_ORDER,1219,40000,34111,76,BID,GTC,663
BENCHMARK,CANCEL_ORDER,682,40000,0,0,ASK,null,553
BENCHMARK,MOVE_ORDER,144,40000,34263,0,BID,null,419
BENCHMARK,REDUCE_ORDER,266,40000,0,45,BID,null,696
BENCHMARK,MOVE_ORDER,31,40000,34178,0,BID,null,810
BENCHMARK,MOVE_ORDER,195,40000,34375,0,BID,null,548
BENCHMARK,CANCEL_ORDER,5,40000,0,0,BID,null,116
BENCHMARK,PLACE_ORDER,1220,40000,34397,11,ASK,GTC,548
BENCHMARK,MOVE_ORDER,683,40000,34262,0,BID,null,22
BENCHMARK,MOVE_ORDER,249,40000,34264,0,BID,null,316
BENCHMARK,MOVE_ORDER,192,40000,34214,0,BID,null,400
BENCHMARK,MOVE_ORDER,46,40000,34323,0,BID,null,20
BENCHMARK,MOVE_ORDER,525,40000,34137,0,BID,null,559
BENCHMARK,MOVE_ORDER,668,40000,34075,0,BID,null,599
BENCHMARK,MOVE_ORDER,47,40000,34405,0,ASK,null,46
BENCHMARK,MOVE_ORDER,672,40000,34353,0,BID,null,637
BENCHMARK,MOVE_ORDER,351,40000,33554,0,BID,null,591
BENCHMARK,MOVE_ORDER,435,40000,33935,0,BID,null,78
BENCHMARK,MOVE_ORDER,337,40000,34217,0,BID,null,196
BENCHMARK,MOVE_ORDER,353,40000,34323,0,BID,null,411
BENCHMARK,PLACE_ORDER,1221,40000,34144,10,BID,GTC,27
BENCHMARK,MOVE_ORDER,687,40000,34467,0,ASK,null,67
BENCHMARK,REDUCE_ORDER,480,40000,0,1,BID,null,652
BENCHMARK,MOVE_ORDER,260,40000,33691,0,BID,null,85
BENCHMARK,CANCEL_ORDER,382,40000,0,0,BID,null,670
BENCHMARK,MOVE_ORDER,56,40000,34059,0,BID,null,505
BENCHMARK,MOVE_ORDER,655,40000,34469,0,ASK,null,245
BENCHMARK,MOVE_ORDER,89,40000,34143,0,BID,null,710
BENCHMARK,PLACE_ORDER,1222,40000,33875,1,BID,GTC,553
BENCHMARK,MOVE_ORDER,186,40000,33756,0,BID,null,370
BENCHMARK,CANCEL_ORDER,210,40000,0,0,BID,null,288
BENCHMARK,CANCEL_ORDER,440,40000,0,0,ASK,null,836
BENCHMARK,MOVE_ORDER,528,40000,34639,0,ASK,null,277
BENCHMARK,MOVE_ORDER,648,40000,34390,0,BID,null,830
BENCHMARK,MOVE_ORDER,691,40000,34108,0,BID,null,718
BENCHMARK,PLACE_ORDER,1223,40000,34571,1,ASK,GTC,875
BENCHMARK,PLACE_ORDER,1224,40000,34377,1,BID,GTC,849
BENCHMARK,MOVE_ORDER,137,40000,34331,0,BID,null,204
BENCHMARK,CANCEL_ORDER,179,40000,0,0,BID,null,353
BENCHMARK,MOVE_ORDER,355,40000,34687,0,ASK,null,195
BENCHMARK,PLACE_ORDER,1225,40000,34428,9,ASK,GTC,499
BENCHMARK,MOVE_ORDER,194,40000,34410,0,ASK,null,732
BENCHMARK,MOVE_ORDER,479,40000,34614,0,ASK,null,617
BENCHMARK,MOVE_ORDER,86,40000,34390,0,BID,null,956
BENCHMARK,MOVE_ORDER,48,40000,34395,0,ASK,null,104
BENCHMARK,MOVE_ORDER,578,40000,34381,0,BID,null,459
BENCHMARK,MOVE_ORDER,223,40000,34906,0,ASK,null,842
BENCHMARK,MOVE_ORDER,583,40000,34383,0,BID,null,943
BENCHMARK,MOVE_ORDER,604,40000,34022,0,BID,null,354
BENCHMARK,PLACE_ORDER,1226,40000,34066,61,BID,GTC,548
BENCHMARK,REDUCE_ORDER,320,40000,0,1,BID,null,504
BENCHMARK,MOVE_ORDER,609,40000,34362,0,BID,null,953
BENCHMARK,REDUCE_ORDER,279,40000,0,3,ASK,null,2
BENCHMARK,REDUCE_ORDER,94,40000,0,27,BID,null,995
BENCHMARK,REDUCE_ORDER,374,40000,0,3,ASK,null,934
BENCHMARK,MOVE_ORDER,686,40000,33678,0,BID,null,106
BENCHMARK,MOVE_ORDER,93,40000,34472,0,ASK,null,607
BENCHMARK,PLACE_ORDER,1227,40000,34414,1,ASK,GTC,609
BENCHMARK,PLACE_ORDER,1228,40000,33926,16,BID,GTC,144
BENCHMARK,MOVE_ORDER,437,40000,34400,0,ASK,null,230
BENCHMARK,PLACE_ORDER,1229,40000,33967,1,BID,GTC,57
BENCHMARK,CANCEL_ORDER,201,40000,0,0,ASK,null,454
BENCHMARK,PLACE_ORDER,1230,40000,34397,46,ASK,GTC,287
BENCHMARK,CANCEL_ORDER,663,40000,0,0,BID,null,891
BENCHMARK,MOVE_ORDER,17,40000,34379,0,BID,null,877
BENCHMARK,MOVE_ORDER,562,40000,34588,0,ASK,null,155
BENCHMARK,MOVE_ORDER,55,40000,34510,0,ASK,null,911
BENCHMARK,MOVE_ORDER,324,40000,33932,0,BID,null,661
BENCHMARK,MOVE_ORDER,646,40000,34386,0,BID,null,392
BENCHMARK,PLACE_ORDER,1231,40000,34398,61,ASK,GTC,626
BENCHMARK,MOVE_ORDER,158,40000,34484,0,ASK,null,526
BENCHMARK,MOVE_ORDER,386,40000,34324,0,BID,null,14
BENCHMARK,MOVE_ORDER,332,40000,34335,0,BID,null,979
BENCHMARK,MOVE_ORDER,284,40000,34403,0,ASK,null,682
BENCHMARK,PLACE_ORDER,1232,40000,34402,31,ASK,GTC,754
BENCHMARK,MOVE_ORDER,116,40000,34380,0,BID,null,789
BENCHMARK,MOVE_ORDER,109,40000,34386,0,BID,null,149
BENCHMARK,PLACE_ORDER,1233,40000,34410,1,ASK,GTC,393
BENCHMARK,PLACE_ORDER,1234,40000,34591,11,ASK,GTC,842
BENCHMARK,MOVE_ORDER,138,40000,34340,0,BID,null,985
BENCHMARK,CANCEL_ORDER,301,40000,0,0,ASK,null,586
BENCHMARK,PLACE_ORDER,1235,40000,34402,1,ASK,GTC,991
BENCHMARK,REDUCE_ORDER,38,40000,0,1,ASK,null,979
BENCHMARK,PLACE_ORDER,1236,40000,34705,33,ASK,GTC,158
BENCHMARK,MOVE_ORDER,360,40000,34670,0,ASK,null,845
BENCHMARK,MOVE_ORDER,1,40000,34387,0,BID,null,393
BENCHMARK,REDUCE_ORDER,510,40000,0,1,BID,null,408
BENCHMARK,PLACE_ORDER,1237,40000,34384,101,BID,GTC,329
BENCHMARK,PLACE_ORDER,1238,40000,34387,1,BID,GTC,133
BENCHMARK,CANCEL_ORDER,15,40000,0,0,BID,null,510
BENCHMARK,REDUCE_ORDER,3,40000,0,1,BID,null,577
BENCHMARK,PLACE_ORDER,1239,40000,34425,101,ASK,GTC,765
BENCHMARK,PLACE_ORDER,1240,40000,34309,33,BID,GTC,6
BENCHMARK,REDUCE_ORDER,103,40000,0,4,BID,null,71
BENCHMARK,REDUCE_ORDER,670,40000,0,3,ASK,null,128
BENCHMARK,MOVE_ORDER,311,40000,34464,0,ASK,null,706
BENCHMARK,MOVE_ORDER,493,40000,34430,0,ASK,null,553
BENCHMARK,REDUCE_ORDER,109,40000,0,13,BID,null,149
BENCHMARK,PLACE_ORDER,1241,40000,34449,1,ASK,GTC,175
BENCHMARK,PLACE_ORDER,1242,40000,34832,1,ASK,GTC,170
BENCHMARK,MOVE_ORDER,355,40000,34684,0,ASK,null,195
BENCHMARK,PLACE_ORDER,1243,40000,34372,16,BID,GTC,932
BENCHMARK,PLACE_ORDER,1244,40000,34304,61,BID,GTC,421
BENCHMARK,MOVE_ORDER,352,40000,33404,0,BID,null,334
BENCHMARK,CANCEL_ORDER,375,40000,0,0,ASK,null,890
BENCHMARK,MOVE_ORDER,532,40000,34178,0,BID,null,432
BENCHMARK,MOVE_ORDER,466,40000,34479,0,ASK,null,105
BENCHMARK,MOVE_ORDER,626,40000,34329,0,BID,null,470
BENCHMARK,MOVE_ORDER,328,40000,34904,0,ASK,null,608
BENCHMARK,PLACE_ORDER,1245,40000,34371,17,BID,GTC,610
BENCHMARK,MOVE_ORDER,525,40000,34140,0,BID,null,559
BENCHMARK,MOVE_ORDER,458,40000,34215,0,BID,null,238
BENCHMARK,CANCEL_ORDER,42,40000,0,0,BID,null,57
BENCHMARK,REDUCE_ORDER,224,40000,0,1,ASK,null,103
BENCHMARK,PLACE_ORDER,1246,40000,34384,25,BID,GTC,802
BENCHMARK,PLACE_ORDER,1247,40000,34391,1,ASK,GTC,17
BENCHMARK,MOVE_ORDER,702,40000,34362,0,BID,null,728
BENCHMARK,PLACE_ORDER,1248,40000,34148,33,BID,GTC,983
BENCHMARK,PLACE_ORDER,1249,40000,33866,33,BID,GTC,242
BENCHMARK,MOVE_ORDER,566,40000,34390,0,BID,null,575
BENCHMARK,REDUCE_ORDER,538,40000,0,5,ASK,null,197
BENCHMARK,CANCEL_ORDER,533,40000,0,0,ASK,null,680
BENCHMARK,PLACE_ORDER,1250,40000,34382,1,BID,GTC,721
BENCHMARK,MOVE_ORDER,16,40000,34359,0,BID,null,442
BENCHMARK,REDUCE_ORDER,272,40000,0,1,BID,null,66
BENCHMARK,MOVE_ORDER,465,40000,34246,0,BID,null,920
BENCHMARK,MOVE_ORDER,563,40000,34420,0,ASK,null,746
BENCHMARK,PLACE_ORDER,1251,40000,34349,11,BID,GTC,667
BENCHMARK,MOVE_ORDER,642,40000,34115,0,BID,null,786
BENCHMARK,PLACE_ORDER,1252,40000,34041,1,BID,GTC,462
BENCHMARK,MOVE_ORDER,296,40000,34369,0,BID,null,917
BENCHMARK,MOVE_ORDER,223,40000,34900,0,ASK,null,842
BENCHMARK,MOVE_ORDER,576,40000,34396,0,ASK,null,531
BENCHMARK,REDUCE_ORDER,262,40000,0,2,BID,null,153
BENCHMARK,MOVE_ORDER,471,40000,34387,0,BID,null,968
BENCHMARK,REDUCE_ORDER,507,40000,0,1,ASK,null,435
BENCHMARK,PLACE_ORDER,1253,40000,34352,1,BID,GTC,164
BENCHMARK,MOVE_ORDER,593,40000,34745,0,ASK,null,205
BENCHMARK,PLACE_ORDER,1254,40000,34382,4,BID,GTC,729
BENCHMARK,MOVE_ORDER,617,40000,34435,0,ASK,null,541
BENCHMARK,MOVE_ORDER,710,40000,34352,0,BID,null,247
BENCHMARK,PLACE_ORDER,1255,40000,34026,1,BID,GTC,563
BENCHMARK,PLACE_ORDER,1256,40000,34465,17,ASK,GTC,902
BENCHMARK,MOVE_ORDER,492,40000,34400,0,ASK,null,698
BENCHMARK,PLACE_ORDER,1257,40000,34480,37,ASK,GTC,351
BENCHMARK,CANCEL_ORDER,541,40000,0,0,BID,null,820
BENCHMARK,MOVE_ORDER,615,40000,34385,0,BID,null,46
BENCHMARK,PLACE_ORDER,1258,40000,34217,13,BID,GTC,400
BENCHMARK,PLACE_ORDER,1259,40000,34144,1,BID,GTC,755
BENCHMARK,CANCEL_ORDER,124,40000,0,0,ASK,null,867
BENCHMARK,MOVE_ORDER,385,40000,34080,0,BID,null,267
