event_type,order_id,user_id,seq_id,filled_qty,remaining_qty,price,reason
accepted,28451,112,28451,,,,
filled,28451,112,,2111300,,8487063,
accepted,28452,445,28452,,,,
filled,28452,445,,2175500,,8487832,
accepted,28453,410,28453,,,,
filled,28453,410,,2309700,,8487063,
accepted,28454,248,28454,,,,
accepted,28455,229,28455,,,,
filled,28455,229,,4935000,,8487832,
accepted,28456,810,28456,,,,
accepted,28457,743,28457,,,,
accepted,28458,315,28458,,,,
accepted,28459,116,28459,,,,
filled,28459,116,,4844400,,8487063,
accepted,28460,690,28460,,,,
accepted,28461,291,28461,,,,
accepted,28462,876,28462,,,,
accepted,28463,659,28463,,,,
accepted,28464,596,28464,,,,
filled,28464,596,,54615100,,8487832,
accepted,28465,340,28465,,,,
accepted,28466,856,28466,,,,
accepted,28467,168,28467,,,,
accepted,28468,340,28468,,,,
accepted,28469,359,28469,,,,
filled,28469,359,,33282200,,8487832,
accepted,28470,697,28470,,,,
accepted,28471,183,28471,,,,
accepted,28472,487,28472,,,,
accepted,28473,419,28473,,,,
accepted,28474,155,28474,,,,
accepted,28475,12,28475,,,,
accepted,28476,410,28476,,,,
accepted,28477,774,28477,,,,
accepted,28478,323,28478,,,,
filled,28478,323,,4765800,,8487832,
accepted,28479,457,28479,,,,
accepted,28480,465,28480,,,,
accepted,28481,784,28481,,,,
filled,28481,784,,23366100,,8487832,
accepted,28482,708,28482,,,,
accepted,28483,678,28483,,,,
accepted,28484,999,28484,,,,
accepted,28485,892,28485,,,,
accepted,28486,584,28486,,,,
filled,28486,584,,39518600,,8487063,
accepted,28487,831,28487,,,,
accepted,28488,323,28488,,,,
accepted,28489,882,28489,,,,
accepted,28490,595,28490,,,,
filled,28490,595,,2530400,,8487063,
accepted,28491,126,28491,,,,
accepted,28492,119,28492,,,,
accepted,28493,817,28493,,,,
filled,28493,817,,24697300,,8487832,
accepted,28494,590,28494,,,,
accepted,28495,715,28495,,,,
accepted,28496,723,28496,,,,
accepted,28497,480,28497,,,,
accepted,28498,918,28498,,,,
accepted,28499,703,28499,,,,
accepted,28500,536,28500,,,,
accepted,28501,213,28501,,,,
accepted,28502,431,28502,,,,
accepted,28503,61,28503,,,,
filled,28503,61,,667000,,8487832,
accepted,28504,267,28504,,,,
accepted,28505,877,28505,,,,
accepted,28506,611,28506,,,,
accepted,28507,85,28507,,,,
accepted,28508,59,28508,,,,
filled,28508,59,,2440600,,8487063,
accepted,28509,657,28509,,,,
filled,28509,657,,63813800,,8487832,
accepted,28510,877,28510,,,,
accepted,28511,314,28511,,,,
filled,28511,314,,2343700,,8487058,
accepted,28512,426,28512,,,,
accepted,28513,169,28513,,,,
accepted,28514,153,28514,,,,
filled,28514,153,,56500700,,8487832,
accepted,28515,650,28515,,,,
filled,28515,650,,2886000,,8487832,
accepted,28516,955,28516,,,,
filled,28516,955,,18891500,,8487045,
accepted,28517,283,28517,,,,
accepted,28518,902,28518,,,,
accepted,28519,264,28519,,,,
filled,28519,264,,3128400,,8487043,
accepted,28520,93,28520,,,,
filled,28520,93,,62707400,,8487832,
accepted,28521,548,28521,,,,
accepted,28522,287,28522,,,,
accepted,28523,381,28523,,,,
accepted,28524,865,28524,,,,
accepted,28525,78,28525,,,,
filled,28525,78,,65016900,,8487832,
accepted,28526,384,28526,,,,
accepted,28527,456,28527,,,,
accepted,28528,631,28528,,,,
accepted,28529,412,28529,,,,
filled,28529,412,,26023500,,8487043,
accepted,28530,586,28530,,,,
accepted,28531,70,28531,,,,
accepted,28532,848,28532,,,,
accepted,28533,150,28533,,,,
accepted,28534,478,28534,,,,
accepted,28535,499,28535,,,,
accepted,28536,564,28536,,,,
accepted,28537,124,28537,,,,
filled,28537,124,,8710600,,8487043,
accepted,28538,237,28538,,,,
filled,28538,237,,5453200,,8487043,
accepted,28539,643,28539,,,,
accepted,28540,322,28540,,,,
filled,28540,322,,65743500,,8489318,
accepted,28541,280,28541,,,,
filled,28541,280,,682800,,8487043,
accepted,28542,374,28542,,,,
accepted,28543,39,28543,,,,
accepted,28544,867,28544,,,,
filled,28544,867,,1361300,,8487043,
accepted,28545,732,28545,,,,
accepted,28546,875,28546,,,,
accepted,28547,539,28547,,,,
filled,28547,539,,35988400,,8487040,
accepted,28548,710,28548,,,,
accepted,28549,421,28549,,,,
accepted,28550,641,28550,,,,
accepted,28551,226,28551,,,,
accepted,28552,959,28552,,,,
accepted,28553,700,28553,,,,
accepted,28554,777,28554,,,,
filled,28554,777,,17134700,,8491283,
accepted,28555,849,28555,,,,
accepted,28556,929,28556,,,,
accepted,28557,406,28557,,,,
filled,28557,406,,77059400,,8488126,
accepted,28558,989,28558,,,,
accepted,28559,694,28559,,,,
accepted,28560,861,28560,,,,
accepted,28561,611,28561,,,,
accepted,28562,822,28562,,,,
accepted,28563,223,28563,,,,
accepted,28564,475,28564,,,,
accepted,28565,466,28565,,,,
accepted,28566,886,28566,,,,
filled,28566,886,,12119500,,8491283,
accepted,28567,68,28567,,,,
accepted,28568,345,28568,,,,
accepted,28569,768,28569,,,,
accepted,28570,523,28570,,,,
accepted,28571,56,28571,,,,
accepted,28572,587,28572,,,,
accepted,28573,406,28573,,,,
filled,28573,406,,51926400,,8488126,
accepted,28574,594,28574,,,,
filled,28574,594,,37815800,,8487882,
accepted,28575,399,28575,,,,
accepted,28576,785,28576,,,,
filled,28576,785,,48580000,,8487192,
accepted,28577,664,28577,,,,
accepted,28578,814,28578,,,,
accepted,28579,341,28579,,,,
filled,28579,341,,1260700,,8487035,
accepted,28580,368,28580,,,,
filled,28580,368,,2693900,,8487413,
accepted,28581,23,28581,,,,
accepted,28582,241,28582,,,,
accepted,28583,19,28583,,,,
filled,28583,19,,8432300,,8487413,
accepted,28584,707,28584,,,,
accepted,28585,600,28585,,,,
accepted,28586,270,28586,,,,
accepted,28587,343,28587,,,,
filled,28587,343,,6659400,,8487413,
accepted,28588,453,28588,,,,
filled,28588,453,,80424400,,8489991,
accepted,28589,20,28589,,,,
accepted,28590,862,28590,,,,
filled,28590,862,,679900,,8491283,
accepted,28591,795,28591,,,,
accepted,28592,579,28592,,,,
accepted,28593,169,28593,,,,
accepted,28594,103,28594,,,,
accepted,28595,85,28595,,,,
filled,28595,85,,2668000,,8491591,
accepted,28596,785,28596,,,,
accepted,28597,569,28597,,,,
accepted,28598,812,28598,,,,
accepted,28599,182,28599,,,,
accepted,28600,873,28600,,,,
accepted,28601,726,28601,,,,
accepted,28602,414,28602,,,,
filled,28602,414,,6949700,,8491877,
accepted,28603,540,28603,,,,
accepted,28604,597,28604,,,,
accepted,28605,703,28605,,,,
accepted,28606,798,28606,,,,
accepted,28607,104,28607,,,,
accepted,28608,611,28608,,,,
accepted,28609,277,28609,,,,
accepted,28610,42,28610,,,,
accepted,28611,995,28611,,,,
filled,28611,995,,4293300,,8487033,
accepted,28612,651,28612,,,,
accepted,28613,51,28613,,,,
accepted,28614,685,28614,,,,
accepted,28615,416,28615,,,,
filled,28615,416,,195759400,,8492474,
accepted,28616,853,28616,,,,
accepted,28617,850,28617,,,,
accepted,28618,842,28618,,,,
accepted,28619,918,28619,,,,
accepted,28620,208,28620,,,,
accepted,28621,149,28621,,,,
partial_filled,28621,149,,27357700,20217500,,
accepted,28622,287,28622,,,,
accepted,28623,775,28623,,,,
filled,28623,775,,9906600,,8494399,
accepted,28624,396,28624,,,,
accepted,28625,687,28625,,,,
accepted,28626,336,28626,,,,
filled,28626,336,,4687000,,8494417,
accepted,28627,694,28627,,,,
accepted,28628,72,28628,,,,
accepted,28629,104,28629,,,,
filled,28629,104,,9988700,,8494399,
accepted,28630,10,28630,,,,
accepted,28631,345,28631,,,,
accepted,28632,555,28632,,,,
filled,28632,555,,12718600,,8494051,
accepted,28633,494,28633,,,,
accepted,28634,735,28634,,,,
accepted,28635,25,28635,,,,
accepted,28636,153,28636,,,,
accepted,28637,396,28637,,,,
accepted,28638,958,28638,,,,
filled,28638,958,,296200,,8494417,
accepted,28639,826,28639,,,,
filled,28639,826,,26955100,,8494042,
accepted,28640,280,28640,,,,
filled,28640,280,,40256300,,8494733,
accepted,28641,540,28641,,,,
accepted,28642,390,28642,,,,
accepted,28643,397,28643,,,,
filled,28643,397,,3174500,,8494042,
accepted,28644,617,28644,,,,
filled,28644,617,,8837900,,8494042,
accepted,28645,765,28645,,,,
filled,28645,765,,45048800,,8495011,
accepted,28646,840,28646,,,,
filled,28646,840,,11453000,,8494042,
accepted,28647,769,28647,,,,
filled,28647,769,,60566100,,8487390,
accepted,28648,861,28648,,,,
accepted,28649,86,28649,,,,
accepted,28650,741,28650,,,,
accepted,28651,145,28651,,,,
accepted,28652,964,28652,,,,
accepted,28653,320,28653,,,,
accepted,28654,442,28654,,,,
accepted,28655,129,28655,,,,
accepted,28656,448,28656,,,,
accepted,28657,333,28657,,,,
filled,28657,333,,37026300,,8495474,
accepted,28658,382,28658,,,,
accepted,28659,755,28659,,,,
accepted,28660,997,28660,,,,
accepted,28661,470,28661,,,,
partial_filled,28661,470,,2271400,241500,,
accepted,28662,803,28662,,,,
accepted,28663,378,28663,,,,
partial_filled,28663,378,,241500,2737500,,
accepted,28664,754,28664,,,,
accepted,28665,375,28665,,,,
accepted,28666,185,28666,,,,
accepted,28667,997,28667,,,,
accepted,28668,813,28668,,,,
accepted,28669,193,28669,,,,
accepted,28670,586,28670,,,,
accepted,28671,907,28671,,,,
accepted,28672,706,28672,,,,
filled,28672,706,,1209100,,8489102,
accepted,28673,712,28673,,,,
accepted,28674,21,28674,,,,
filled,28674,21,,13849000,,8494922,
accepted,28675,230,28675,,,,
filled,28675,230,,4031900,,8495644,
accepted,28676,989,28676,,,,
filled,28676,989,,39030400,,8495838,
accepted,28677,92,28677,,,,
filled,28677,92,,2477800,,8495919,
accepted,28678,718,28678,,,,
accepted,28679,132,28679,,,,
accepted,28680,500,28680,,,,
accepted,28681,790,28681,,,,
accepted,28682,228,28682,,,,
accepted,28683,789,28683,,,,
filled,28683,789,,19002300,,8495921,
accepted,28684,288,28684,,,,
accepted,28685,926,28685,,,,
accepted,28686,833,28686,,,,
accepted,28687,65,28687,,,,
accepted,28688,406,28688,,,,
accepted,28689,173,28689,,,,
accepted,28690,94,28690,,,,
accepted,28691,380,28691,,,,
filled,28691,380,,62317900,,8493535,
accepted,28692,245,28692,,,,
accepted,28693,711,28693,,,,
accepted,28694,264,28694,,,,
accepted,28695,295,28695,,,,
accepted,28696,661,28696,,,,
filled,28696,661,,23452700,,8495948,
accepted,28697,962,28697,,,,
accepted,28698,776,28698,,,,
accepted,28699,74,28699,,,,
accepted,28700,361,28700,,,,
accepted,28701,394,28701,,,,
filled,28701,394,,57070300,,8496150,
accepted,28702,15,28702,,,,
filled,28702,15,,2339300,,8493535,
accepted,28703,324,28703,,,,
accepted,28704,605,28704,,,,
accepted,28705,99,28705,,,,
accepted,28706,198,28706,,,,
accepted,28707,727,28707,,,,
accepted,28708,473,28708,,,,
filled,28708,473,,26109900,,8496231,
accepted,28709,141,28709,,,,
filled,28709,141,,20804500,,8496231,
accepted,28710,895,28710,,,,
filled,28710,895,,6773600,,8496231,
accepted,28711,275,28711,,,,
accepted,28712,153,28712,,,,
accepted,28713,937,28713,,,,
accepted,28714,808,28714,,,,
accepted,28715,502,28715,,,,
accepted,28716,536,28716,,,,
filled,28716,536,,22459100,,8496231,
accepted,28717,247,28717,,,,
filled,28717,247,,41202300,,8496231,
accepted,28718,835,28718,,,,
filled,28718,835,,7720300,,8490154,
accepted,28719,156,28719,,,,
accepted,28720,507,28720,,,,
filled,28720,507,,42501800,,8496231,
accepted,28721,962,28721,,,,
filled,28721,962,,385400,,8496231,
accepted,28722,591,28722,,,,
filled,28722,591,,31332200,,8496231,
accepted,28723,137,28723,,,,
accepted,28724,734,28724,,,,
filled,28724,734,,11182600,,8496231,
accepted,28725,799,28725,,,,
accepted,28726,446,28726,,,,
accepted,28727,84,28727,,,,
accepted,28728,531,28728,,,,
accepted,28729,959,28729,,,,
accepted,28730,107,28730,,,,
accepted,28731,39,28731,,,,
accepted,28732,191,28732,,,,
accepted,28733,96,28733,,,,
accepted,28734,86,28734,,,,
accepted,28735,531,28735,,,,
accepted,28736,699,28736,,,,
filled,28736,699,,2351400,,8492334,
accepted,28737,40,28737,,,,
accepted,28738,86,28738,,,,
accepted,28739,592,28739,,,,
accepted,28740,407,28740,,,,
filled,28740,407,,5073300,,8492334,
accepted,28741,759,28741,,,,
accepted,28742,632,28742,,,,
accepted,28743,815,28743,,,,
accepted,28744,926,28744,,,,
accepted,28745,133,28745,,,,
accepted,28746,272,28746,,,,
filled,28746,272,,11408200,,8487441,
accepted,28747,835,28747,,,,
accepted,28748,11,28748,,,,
filled,28748,11,,18417700,,8492334,
accepted,28749,848,28749,,,,
accepted,28750,379,28750,,,,
filled,28750,379,,12659100,,8492334,
accepted,28751,201,28751,,,,
accepted,28752,416,28752,,,,
accepted,28753,942,28753,,,,
accepted,28754,433,28754,,,,
accepted,28755,242,28755,,,,
accepted,28756,280,28756,,,,
accepted,28757,497,28757,,,,
accepted,28758,598,28758,,,,
accepted,28759,481,28759,,,,
accepted,28760,263,28760,,,,
filled,28760,263,,10897800,,8492334,
accepted,28761,4,28761,,,,
accepted,28762,591,28762,,,,
accepted,28763,641,28763,,,,
accepted,28764,825,28764,,,,
accepted,28765,378,28765,,,,
filled,28765,378,,4549600,,8487441,
accepted,28766,302,28766,,,,
accepted,28767,976,28767,,,,
filled,28767,976,,37254700,,8490626,
accepted,28768,111,28768,,,,
accepted,28769,712,28769,,,,
accepted,28770,312,28770,,,,
filled,28770,312,,3774700,,8489219,
accepted,28771,954,28771,,,,
accepted,28772,327,28772,,,,
filled,28772,327,,8504200,,8489219,
accepted,28773,868,28773,,,,
accepted,28774,834,28774,,,,
accepted,28775,554,28775,,,,
filled,28775,554,,1269700,,8490741,
accepted,28776,602,28776,,,,
accepted,28777,421,28777,,,,
accepted,28778,612,28778,,,,
accepted,28779,645,28779,,,,
accepted,28780,863,28780,,,,
accepted,28781,534,28781,,,,
accepted,28782,326,28782,,,,
accepted,28783,145,28783,,,,
accepted,28784,168,28784,,,,
filled,28784,168,,2101900,,8488943,
accepted,28785,419,28785,,,,
accepted,28786,483,28786,,,,
accepted,28787,460,28787,,,,
accepted,28788,565,28788,,,,
accepted,28789,474,28789,,,,
filled,28789,474,,20763200,,8491765,
accepted,28790,229,28790,,,,
accepted,28791,219,28791,,,,
accepted,28792,38,28792,,,,
accepted,28793,424,28793,,,,
accepted,28794,682,28794,,,,
accepted,28795,32,28795,,,,
accepted,28796,295,28796,,,,
accepted,28797,344,28797,,,,
filled,28797,344,,7283300,,8487049,
accepted,28798,246,28798,,,,
accepted,28799,148,28799,,,,
accepted,28800,175,28800,,,,
filled,28800,175,,295920800,,8494972,
accepted,28801,883,28801,,,,
accepted,28802,970,28802,,,,
accepted,28803,944,28803,,,,
accepted,28804,681,28804,,,,
filled,28804,681,,131392500,,8487006,
accepted,28805,574,28805,,,,
accepted,28806,90,28806,,,,
accepted,28807,5,28807,,,,
accepted,28808,165,28808,,,,
accepted,28809,518,28809,,,,
accepted,28810,255,28810,,,,
accepted,28811,171,28811,,,,
accepted,28812,677,28812,,,,
accepted,28813,864,28813,,,,
accepted,28814,105,28814,,,,
accepted,28815,241,28815,,,,
filled,28815,241,,507600,,8496231,
accepted,28816,968,28816,,,,
filled,28816,968,,51921200,,8496231,
accepted,28817,756,28817,,,,
accepted,28818,786,28818,,,,
accepted,28819,630,28819,,,,
filled,28819,630,,8738000,,8487908,
accepted,28820,510,28820,,,,
accepted,28821,859,28821,,,,
accepted,28822,849,28822,,,,
filled,28822,849,,40078000,,8496231,
accepted,28823,727,28823,,,,
filled,28823,727,,23312700,,8496231,
accepted,28824,926,28824,,,,
accepted,28825,145,28825,,,,
accepted,28826,752,28826,,,,
accepted,28827,426,28827,,,,
filled,28827,426,,6391700,,8496231,
accepted,28828,740,28828,,,,
accepted,28829,894,28829,,,,
accepted,28830,250,28830,,,,
accepted,28831,18,28831,,,,
accepted,28832,837,28832,,,,
accepted,28833,933,28833,,,,
filled,28833,933,,3082900,,8496231,
accepted,28834,232,28834,,,,
accepted,28835,606,28835,,,,
accepted,28836,609,28836,,,,
accepted,28837,824,28837,,,,
accepted,28838,758,28838,,,,
accepted,28839,929,28839,,,,
accepted,28840,443,28840,,,,
accepted,28841,766,28841,,,,
accepted,28842,370,28842,,,,
accepted,28843,902,28843,,,,
accepted,28844,465,28844,,,,
accepted,28845,617,28845,,,,
accepted,28846,858,28846,,,,
filled,28846,858,,8654300,,8492914,
accepted,28847,192,28847,,,,
accepted,28848,733,28848,,,,
accepted,28849,137,28849,,,,
filled,28849,137,,16455600,,8496231,
accepted,28850,945,28850,,,,
filled,28850,945,,29834400,,8496231,
accepted,28851,901,28851,,,,
filled,28851,901,,17109200,,8492914,
accepted,28852,725,28852,,,,
accepted,28853,249,28853,,,,
accepted,28854,73,28854,,,,
accepted,28855,648,28855,,,,
accepted,28856,932,28856,,,,
filled,28856,932,,1546200,,8495134,
accepted,28857,140,28857,,,,
accepted,28858,923,28858,,,,
accepted,28859,78,28859,,,,
filled,28859,78,,4932300,,8496231,
accepted,28860,291,28860,,,,
accepted,28861,905,28861,,,,
partial_filled,28861,905,,3423800,24920900,,
accepted,28862,19,28862,,,,
filled,28862,19,,38843200,,8492121,
accepted,28863,310,28863,,,,
filled,28863,310,,15858500,,8487908,
accepted,28864,608,28864,,,,
accepted,28865,831,28865,,,,
filled,28865,831,,26975700,,8487671,
accepted,28866,841,28866,,,,
accepted,28867,880,28867,,,,
filled,28867,880,,438800,,8487378,
accepted,28868,555,28868,,,,
accepted,28869,225,28869,,,,
accepted,28870,67,28870,,,,
accepted,28871,629,28871,,,,
filled,28871,629,,95517200,,8495929,
accepted,28872,802,28872,,,,
accepted,28873,214,28873,,,,
accepted,28874,870,28874,,,,
accepted,28875,260,28875,,,,
accepted,28876,971,28876,,,,
accepted,28877,570,28877,,,,
accepted,28878,317,28878,,,,
accepted,28879,263,28879,,,,
accepted,28880,861,28880,,,,
accepted,28881,242,28881,,,,
accepted,28882,706,28882,,,,
accepted,28883,308,28883,,,,
filled,28883,308,,13628600,,8495375,
accepted,28884,991,28884,,,,
filled,28884,991,,3792500,,8487236,
accepted,28885,276,28885,,,,
accepted,28886,886,28886,,,,
filled,28886,886,,11537300,,8496231,
accepted,28887,891,28887,,,,
filled,28887,891,,5097600,,8486992,
accepted,28888,261,28888,,,,
accepted,28889,84,28889,,,,
accepted,28890,535,28890,,,,
accepted,28891,461,28891,,,,
accepted,28892,651,28892,,,,
accepted,28893,138,28893,,,,
accepted,28894,161,28894,,,,
accepted,28895,360,28895,,,,
accepted,28896,68,28896,,,,
accepted,28897,225,28897,,,,
filled,28897,225,,80240700,,8496231,
accepted,28898,224,28898,,,,
accepted,28899,326,28899,,,,
accepted,28900,251,28900,,,,
accepted,28901,281,28901,,,,
accepted,28902,399,28902,,,,
accepted,28903,425,28903,,,,
accepted,28904,54,28904,,,,
filled,28904,54,,26845400,,8493932,
accepted,28905,485,28905,,,,
accepted,28906,479,28906,,,,
filled,28906,479,,22598900,,8491715,
accepted,28907,429,28907,,,,
accepted,28908,964,28908,,,,
filled,28908,964,,203300,,8487880,
accepted,28909,330,28909,,,,
accepted,28910,82,28910,,,,
accepted,28911,893,28911,,,,
accepted,28912,350,28912,,,,
accepted,28913,510,28913,,,,
accepted,28914,175,28914,,,,
accepted,28915,820,28915,,,,
accepted,28916,52,28916,,,,
accepted,28917,937,28917,,,,
filled,28917,937,,19791900,,8496231,
accepted,28918,216,28918,,,,
accepted,28919,758,28919,,,,
accepted,28920,186,28920,,,,
filled,28920,186,,9449700,,8496231,
accepted,28921,99,28921,,,,
filled,28921,99,,406405500,,8496463,
accepted,28922,792,28922,,,,
accepted,28923,964,28923,,,,
filled,28923,964,,25619900,,8496688,
accepted,28924,684,28924,,,,
accepted,28925,353,28925,,,,
accepted,28926,351,28926,,,,
accepted,28927,57,28927,,,,
accepted,28928,101,28928,,,,
accepted,28929,579,28929,,,,
accepted,28930,994,28930,,,,
accepted,28931,921,28931,,,,
accepted,28932,125,28932,,,,
accepted,28933,437,28933,,,,
accepted,28934,424,28934,,,,
accepted,28935,771,28935,,,,
accepted,28936,278,28936,,,,
filled,28936,278,,6502200,,8488949,
accepted,28937,482,28937,,,,
accepted,28938,885,28938,,,,
accepted,28939,287,28939,,,,
accepted,28940,280,28940,,,,
filled,28940,280,,17319900,,8496688,
accepted,28941,734,28941,,,,
accepted,28942,423,28942,,,,
accepted,28943,577,28943,,,,
filled,28943,577,,31658500,,8496688,
accepted,28944,234,28944,,,,
filled,28944,234,,13040300,,8496688,
accepted,28945,441,28945,,,,
accepted,28946,83,28946,,,,
accepted,28947,145,28947,,,,
accepted,28948,441,28948,,,,
filled,28948,441,,23482800,,8488949,
accepted,28949,811,28949,,,,
accepted,28950,56,28950,,,,
filled,28950,56,,15352200,,8496688,
accepted,28951,933,28951,,,,
accepted,28952,718,28952,,,,
filled,28952,718,,200805400,,8497085,
accepted,28953,500,28953,,,,
filled,28953,500,,6283200,,8488949,
accepted,28954,814,28954,,,,
accepted,28955,229,28955,,,,
accepted,28956,130,28956,,,,
accepted,28957,647,28957,,,,
filled,28957,647,,1959500,,8488949,
accepted,28958,505,28958,,,,
accepted,28959,29,28959,,,,
accepted,28960,927,28960,,,,
filled,28960,927,,15167900,,8488949,
accepted,28961,675,28961,,,,
accepted,28962,265,28962,,,,
filled,28962,265,,9002400,,8497217,
accepted,28963,73,28963,,,,
accepted,28964,87,28964,,,,
accepted,28965,919,28965,,,,
accepted,28966,939,28966,,,,
accepted,28967,380,28967,,,,
accepted,28968,19,28968,,,,
accepted,28969,759,28969,,,,
accepted,28970,364,28970,,,,
filled,28970,364,,6528400,,8488944,
accepted,28971,229,28971,,,,
accepted,28972,227,28972,,,,
accepted,28973,512,28973,,,,
filled,28973,512,,1352500,,8488843,
accepted,28974,744,28974,,,,
accepted,28975,282,28975,,,,
accepted,28976,161,28976,,,,
accepted,28977,941,28977,,,,
accepted,28978,323,28978,,,,
accepted,28979,322,28979,,,,
accepted,28980,649,28980,,,,
accepted,28981,31,28981,,,,
filled,28981,31,,20955700,,8488843,
accepted,28982,606,28982,,,,
accepted,28983,285,28983,,,,
accepted,28984,493,28984,,,,
filled,28984,493,,16067200,,8496916,
accepted,28985,25,28985,,,,
accepted,28986,619,28986,,,,
filled,28986,619,,11760700,,8488653,
accepted,28987,214,28987,,,,
accepted,28988,819,28988,,,,
filled,28988,819,,249600,,8497217,
accepted,28989,282,28989,,,,
accepted,28990,495,28990,,,,
accepted,28991,447,28991,,,,
accepted,28992,226,28992,,,,
accepted,28993,108,28993,,,,
accepted,28994,688,28994,,,,
accepted,28995,888,28995,,,,
accepted,28996,224,28996,,,,
accepted,28997,976,28997,,,,
filled,28997,976,,1327800,,8495656,
accepted,28998,396,28998,,,,
accepted,28999,537,28999,,,,
accepted,29000,891,29000,,,,
filled,29000,891,,12834500,,8494784,
accepted,29001,246,29001,,,,
accepted,29002,862,29002,,,,
filled,29002,862,,4030900,,8497217,
accepted,29003,858,29003,,,,
filled,29003,858,,5681100,,8497217,
accepted,29004,223,29004,,,,
filled,29004,223,,36957500,,8490602,
accepted,29005,822,29005,,,,
accepted,29006,189,29006,,,,
accepted,29007,673,29007,,,,
accepted,29008,331,29008,,,,
accepted,29009,652,29009,,,,
accepted,29010,841,29010,,,,
accepted,29011,217,29011,,,,
accepted,29012,398,29012,,,,
accepted,29013,525,29013,,,,
accepted,29014,97,29014,,,,
filled,29014,97,,2953700,,8497179,
accepted,29015,162,29015,,,,
accepted,29016,261,29016,,,,
filled,29016,261,,50339300,,8497179,
accepted,29017,117,29017,,,,
accepted,29018,51,29018,,,,
accepted,29019,41,29019,,,,
accepted,29020,738,29020,,,,
accepted,29021,549,29021,,,,
accepted,29022,348,29022,,,,
filled,29022,348,,1504900,,8497179,
accepted,29023,487,29023,,,,
accepted,29024,843,29024,,,,
accepted,29025,546,29025,,,,
accepted,29026,197,29026,,,,
accepted,29027,857,29027,,,,
accepted,29028,497,29028,,,,
accepted,29029,843,29029,,,,
accepted,29030,4,29030,,,,
filled,29030,4,,335954600,,8497216,
accepted,29031,872,29031,,,,
accepted,29032,723,29032,,,,
accepted,29033,122,29033,,,,
accepted,29034,244,29034,,,,
accepted,29035,544,29035,,,,
filled,29035,544,,3086500,,8497217,
accepted,29036,926,29036,,,,
accepted,29037,406,29037,,,,
filled,29037,406,,1734000,,8496290,
accepted,29038,285,29038,,,,
filled,29038,285,,3696600,,8497217,
accepted,29039,173,29039,,,,
accepted,29040,154,29040,,,,
accepted,29041,993,29041,,,,
accepted,29042,886,29042,,,,
accepted,29043,156,29043,,,,
accepted,29044,979,29044,,,,
accepted,29045,124,29045,,,,
accepted,29046,599,29046,,,,
filled,29046,599,,1660600,,8496089,
accepted,29047,113,29047,,,,
accepted,29048,159,29048,,,,
filled,29048,159,,6430000,,8489893,
accepted,29049,967,29049,,,,
accepted,29050,556,29050,,,,
filled,29050,556,,3459300,,8488060,
accepted,29051,656,29051,,,,
accepted,29052,553,29052,,,,
filled,29052,553,,8022000,,8497217,
accepted,29053,523,29053,,,,
accepted,29054,507,29054,,,,
accepted,29055,56,29055,,,,
accepted,29056,92,29056,,,,
accepted,29057,281,29057,,,,
accepted,29058,63,29058,,,,
filled,29058,63,,5564500,,8497217,
accepted,29059,106,29059,,,,
accepted,29060,820,29060,,,,
accepted,29061,773,29061,,,,
accepted,29062,165,29062,,,,
filled,29062,165,,357300,,8497217,
accepted,29063,830,29063,,,,
accepted,29064,785,29064,,,,
filled,29064,785,,6850600,,8494178,
accepted,29065,401,29065,,,,
accepted,29066,734,29066,,,,
filled,29066,734,,11084500,,8489413,
accepted,29067,151,29067,,,,
accepted,29068,847,29068,,,,
filled,29068,847,,6407700,,8488656,
accepted,29069,392,29069,,,,
accepted,29070,36,29070,,,,
accepted,29071,528,29071,,,,
accepted,29072,406,29072,,,,
accepted,29073,233,29073,,,,
accepted,29074,313,29074,,,,
accepted,29075,402,29075,,,,
accepted,29076,824,29076,,,,
filled,29076,824,,12906000,,8496228,
accepted,29077,557,29077,,,,
accepted,29078,185,29078,,,,
accepted,29079,261,29079,,,,
accepted,29080,117,29080,,,,
accepted,29081,393,29081,,,,
filled,29081,393,,17950200,,8487728,
accepted,29082,932,29082,,,,
accepted,29083,798,29083,,,,
accepted,29084,109,29084,,,,
filled,29084,109,,160700,,8487409,
accepted,29085,8,29085,,,,
accepted,29086,953,29086,,,,
accepted,29087,350,29087,,,,
accepted,29088,66,29088,,,,
accepted,29089,363,29089,,,,
filled,29089,363,,1954000,,8497217,
accepted,29090,511,29090,,,,
filled,29090,511,,16358000,,8496267,
accepted,29091,305,29091,,,,
filled,29091,305,,4542400,,8497217,
accepted,29092,412,29092,,,,
accepted,29093,513,29093,,,,
accepted,29094,27,29094,,,,
accepted,29095,524,29095,,,,
accepted,29096,956,29096,,,,
accepted,29097,886,29097,,,,
accepted,29098,291,29098,,,,
accepted,29099,816,29099,,,,
accepted,29100,321,29100,,,,
accepted,29101,772,29101,,,,
accepted,29102,160,29102,,,,
accepted,29103,52,29103,,,,
accepted,29104,763,29104,,,,
accepted,29105,305,29105,,,,
filled,29105,305,,4462800,,8496267,
accepted,29106,729,29106,,,,
filled,29106,729,,17752500,,8496267,
accepted,29107,258,29107,,,,
filled,29107,258,,180928500,,8489098,
accepted,29108,618,29108,,,,
accepted,29109,928,29109,,,,
accepted,29110,966,29110,,,,
accepted,29111,108,29111,,,,
accepted,29112,26,29112,,,,
accepted,29113,165,29113,,,,
accepted,29114,602,29114,,,,
accepted,29115,873,29115,,,,
